상품ID,브랜드,순위,분류,상품명,할인율,할인가,총용량(g),단위가격(100g),리뷰수,평균별점,긍정리뷰비율,부정리뷰비율,품질언급비율,가성비언급비율,배송언급비율,저평점비율,최근 30일 리뷰비율,품질(긍정),품질(부정),구성/가성비(긍정),구성/가성비(부정),배송(긍정),배송(부정)
12274626208,kurly's,42,정육,[Kurly's] 1++ 한우 치마살 구이용 250g (냉장),32.0,51360,250,636864,2.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,맛있음,키워드 없음,키워드 없음,키워드 없음,배송빠름,키워드 없음
12275361482,kurly's,43,정육,[Kurly's] 1++ 한우 큐브 등심 250g (냉장),25.0,33700,250,323520,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,고기두꺼움,키워드 없음,키워드 없음,키워드 없음,키워드 없음,키워드 없음
12275377163,kurly's,44,가공육,[Kurly's] 1++ 한우 갈비살 구이용 250g (냉장),15.0,46000,250,257600,1.0,5.0,0.7353562005277043,0.254089709762533,0.9331662269129286,0.4824538258575198,0.4685224274406332,0.0758047493403694,0.116754617414248,,,,,,
12274626023,kurly's,46,정육,[Kurly's] 1++ 한우 토시살 구이용 250g (냉장),15.0,74200,250,415520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
12274627611,kurly's,47,정육,[Kurly's] 1++ 한우 안창살 구이용 250g (냉장),15.0,74600,250,417760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
12273075217,kurly's,1,두부,[Kurly's] 국산콩 두부 300g,15.0,1870,300,8727,7720.0,4.88,0.78,0.22,0.91,0.52,0.48,0.05,0.08,맛,맛,가성비,가성비,배송,배송
12273087761,kurly's,2,두부,[Kurly's] 국산콩 두부 500g,15.0,2720,500,7616,15273.0,4.87,0.77,0.23,0.94,0.55,0.53,0.11,0.08,맛,맛,가성비,가성비,배송,배송
12273087617,kurly's,3,두부,[Kurly's] 국산콩 2컵두부 (150g*2컵),15.0,2125,150,19833,4219.0,4.91,0.87,0.13,0.93,0.56,0.46,0.02,0.03,맛,맛,가성비,가성비,배송,배송
12273082214,kurly's,4,어묵,[Kurly's] 탱글탱글 국탕용 종합 어묵,15.0,3825,426,12570,2454.0,4.83,0.29,0.71,0.94,0.4,0.31,0.21,0.13,맛,맛,가성비,가성비,배송,배송
12273080889,kurly's,5,반찬,[Kurly's] 쫄깃쫄깃 사각 어묵,15.0,2720,350,10880,897.0,4.86,0.27,0.73,1.0,0.4,0.33,0.2,0.0,가성비,맛없음,구성,밀가루,배송,배송
12273074861,kurly's,7,반찬,[Kurly's] 동물복지 비빔 반숙 계란장 매운맛,0.0,7500,600,1250,898.0,4.89,0.89,0.11,0.97,0.54,0.41,0.01,0.07,맛있음,맛,가성비,7천원이면,배송,배송
12273075224,kurly's,8,반찬,[Kurly's] 국산콩 두부 3종 (택1),15.0,1870,300,623,147.0,4.84,0.94,0.06,0.93,0.54,0.38,0.0,0.2,맛있음,가격,가성비,가격,배송,가성비
12274473046,kurly's,10,반찬,[Kurly's] 시원한 배추김치 1.5kg,0.0,16300,1500,1087,839.0,4.7,0.73,0.27,0.97,0.43,0.47,0.06,0.15,맛있음,맛,가성비,1인가구,배송,배송
12273074831,kurly's,11,달걀,[Kurly's] 동물복지 비빔 반숙 계란장 순한맛,5.0,7125,600,4750,466.0,4.88,0.85,0.15,0.98,0.52,0.37,0.0,0.13,맛있음,맛,가성비,가격,배송,배송
12274496369,kurly's,12,반찬,[Kurly's] 감칠맛 볶음김치,0.0,3400,200,1700,129.0,4.71,0.78,0.22,0.96,0.5,0.43,0.03,0.13,맛있음,맛,가성비,가성비,배송,배송
13159353301,kurly's,13,두부,[Kurly's] 유기농 두부 300g,10.0,1692,300,5076,5.0,4.8,0.8,0.2,1.0,0.6,0.6,0.0,0.0,맛있음,포장꼼꼼,가성비,원산지,배송,보통
13159387484,kurly's,14,반찬,[Kurly's] 유기농 2컵 두부 (300g*2컵),10.0,2682,600,4023,12.0,4.92,0.89,0.11,0.89,0.56,0.78,0.0,0.0,맛,두부,가성비,키워드 없음,배송,키워드 없음
12274539773,kurly's,15,반찬,"동해물, 우리콩 두부 380g (2개입)",0.0,7900,380,2079,21.0,4.9,0.95,0.05,0.95,0.43,0.38,0.0,0.14,맛있음,키워드 없음,가성비,키워드 없음,배송,키워드 없음
12275357774,kurly's,16,반찬,[Kurly's] 알싸한 갓김치,0.0,10120,700,1446,63.0,4.78,0.75,0.25,0.96,0.4,0.44,0.02,0.11,맛있음,맛,가성비,맛,배송,배송
12274694962,kurly's,17,반찬,[Kurly's] 시원한 배추김치 4kg,0.0,41700,4000,1042,31.0,4.55,0.73,0.27,0.97,0.4,0.37,0.07,0.2,맛있음,맛,가성비,맛,배송,배송
12274483527,kurly's,1,샐러드,[Kurly's] 샌드위치용 달걀듬뿍 샐러드 500g,15.0,6290,500,17612,3143.0,4.85,0.75,0.25,0.95,0.5,0.41,0.05,0.05,맛,맛,가성비,가성비,배송,배송
12274641268,kurly's,2,간편식,"[Kurly's] 김치 왕만두 (1,050g/지퍼백)",15.0,8925,1050,850,19140.0,4.89,0.65,0.35,0.91,0.48,0.45,0.16,0.11,맛있음,맛,가성비,가성비,배송,배송
12972868569,kurly's,3,샐러드,[Kurly's] 샌드위치용 달걀감자 샐러드 500g,15.0,6290,500,17612,1180.0,4.87,0.88,0.12,0.93,0.51,0.37,0.02,0.01,맛있음,맛,가성비,가성비,배송,가격
12274377020,kurly's,5,간편식,"[Kurly's] 간편하게 바삭, 새우까스",15.0,5780,200,40460,554.0,4.84,0.72,0.28,0.9,0.48,0.38,0.01,0.12,맛있음,맛,가성비,가성비,배송,배송
12274372458,kurly's,6,간편식,[Kurly's] 물만두,15.0,7820,800,13685,517.0,4.86,0.88,0.12,0.95,0.59,0.45,0.01,0.15,맛있음,맛,가성비,가성비,배송,배송
12273030230,kurly's,8,간편식,[Kurly's] 데일리 그래놀라 3종 (택1),16.0,7480,200,56100,559.0,4.83,0.76,0.24,0.97,0.49,0.39,0.03,0.06,맛,맛,가성비,가성비,배송,배송
12274473310,kurly's,9,간편식,"[Kurly's] 간편하게 바삭, 야채 김말이",10.0,3510,300,10530,413.0,4.82,0.86,0.14,0.93,0.5,0.45,0.01,0.17,맛있음,맛,가성비,가성비,배송,배송
12333904849,kurly's,10,간편식,"[Kurly's] 간편하게 바삭, 고추 김말이",0.0,3900,300,1300,574.0,4.86,0.85,0.15,0.95,0.48,0.4,0.03,0.19,맛있음,맛,가성비,가성비,배송,배송
12274468930,kurly's,1,건어물,[Kurly's] 바삭하게 구운 김밥김 22g,31.0,2690,22,366818,630.0,4.74,0.87,0.13,0.95,0.48,0.47,0.0,0.01,맛,맛,가성비,가성비,배송,배송
12274484323,kurly's,2,건어물,[Kurly's] 바삭하게 볶은 돌김자반 35g,31.0,1990,35,170571,102.0,4.86,0.9,0.1,0.96,0.58,0.43,0.0,0.1,맛있음,맛,가성비,구성,배송,배송
12274668708,kurly's,3,수산,[Kurly's] 순살 생선 4종 (택1),22.0,10750,500,2150,319.0,4.86,0.89,0.11,0.91,0.55,0.53,0.0,0.09,맛,맛,가성비,가격,배송,배송
12274364962,kurly's,1,육수,[Kurly's] 한우 사골육수,0.0,4480,1000,448,686.0,4.86,0.87,0.13,0.92,0.5,0.43,0.02,0.08,맛,맛,가성비,가성비,배송,배송
12274374585,kurly's,3,가공육,[Kurly's] 돈육햄 200g,12.0,3480,200,19140,157.0,4.91,0.88,0.12,0.93,0.48,0.44,0.0,0.12,맛,맛,가성비,가성비,배송,배송
12273074949,kurly's,1,베이커리,[Kurly's] R15 통밀 식빵 420g,0.0,3980,420,948,5413.0,4.84,0.74,0.26,0.95,0.46,0.36,0.07,0.03,맛,맛,가성비,가성비,배송,배송
12274369365,kurly's,2,베이커리,[Kurly's] R15 통밀 모닝롤 (28g X 8개입),0.0,3990,224,1781,1001.0,4.83,0.86,0.14,0.97,0.45,0.34,0.03,0.02,맛있음,맛없음,가성비,가성비,배송,배송
12957084784,kurly's,3,베이커리,[Kurly's] 쫀득한 베이글(플레인)(115gX5개),20.0,8330,115,137626,319.0,4.86,0.9,0.1,0.96,0.49,0.4,0.0,0.09,맛,맛,가성비,가성비,배송,배송
12275332931,차려낸,1,밀키트,[차려낸] 햄 가득 송탄식 부대찌개,25.0,11900,1000,1190,9338.0,4.86,0.64,0.36,0.94,0.56,0.43,0.08,0.09,맛있음,맛,가성비,가성비,배송,배송
12284653937,차려낸,2,간편식,[차려낸] 대파 풍미를 더한 새우볶음밥 (4개입),15.0,9260,920,14091,6737.0,4.85,0.44,0.56,0.9,0.42,0.4,0.14,0.16,맛,맛,가성비,가성비,배송,배송
12274712564,차려낸,3,간편식,[차려낸] 국산 김치로 만든 김치볶음밥 (4개입),15.0,8070,920,12280,3149.0,4.85,0.31,0.69,0.92,0.49,0.45,0.21,0.15,맛,맛,가성비,가성비,배송,배송
12332462290,차려낸,4,간편식,[차려낸] 바삭한 국내산 안심 치킨텐더,30.0,6900,500,40020,7613.0,4.85,0.38,0.62,0.95,0.38,0.29,0.2,0.16,맛있음,맛,가성비,가성비,배송,배송
12564024199,차려낸,5,밀키트,[차려낸] 국물이 시원한 바지락 칼국수(4인분),25.0,11900,1320,902,2212.0,4.86,0.9,0.1,0.98,0.67,0.53,0.0,0.17,맛있음,맛,가성비,가성비,배송,배송
12637573152,차려낸,6,밀키트,[차려낸] 불맛을 더한 강릉식 짬뽕순두부찌개,20.0,7900,855,17556,991.0,4.8,0.88,0.12,0.95,0.47,0.42,0.0,0.14,맛있음,맛,가성비,맛,배송,배송
12825497619,차려낸,7,밀키트,[차려낸] 시원하고 칼칼한 바지락술찜파스타,24.0,10900,620,1758,1856.0,4.89,0.91,0.09,0.95,0.65,0.52,0.0,0.01,맛있음,맛,가성비,가성비,배송,배송
12274697163,차려낸,8,밀키트,[차려낸] 매콤 양념 낙곱새 전골,31.0,12900,700,55286,1133.0,4.79,0.73,0.27,0.92,0.53,0.45,0.04,0.18,맛있음,맛,가성비,가성비,배송,배송
13087961340,차려낸,9,간편식,[차려낸] 국산 생곤드레로 만든 곤드레나물밥 (4개입),15.0,10960,968,15851,401.0,4.86,0.87,0.13,0.96,0.53,0.38,0.0,0.09,맛있음,맛,가성비,가성비,배송,배송
13153683703,차려낸,10,간편식,[차려낸] 국내산 닭가슴살 치킨너겟,50.0,4950,500,48510,654.0,4.83,0.88,0.12,0.94,0.47,0.37,0.02,0.0,맛있음,맛,가성비,가성비,배송,배송
12274686048,차려낸,11,밀키트,[차려낸] 살얼음 육수 냉메밀소바 2인분,29.0,6990,908,21555,204.0,4.87,0.88,0.12,0.97,0.49,0.41,0.01,0.13,맛있음,맛,가성비,국물,배송,배송
12814191816,차려낸,13,밀키트,[차려낸] 세 가지 해산물 토마토파스타,19.0,7900,440,32318,80.0,4.76,0.71,0.29,0.95,0.57,0.48,0.0,0.24,맛있음,맛,가성비,가성비,배송,배송
12716475975,차려낸,14,밀키트,[차려낸] 비법 양념 서울식 소불고기전골,17.0,13900,740,30054,25.0,4.76,0.83,0.17,0.91,0.65,0.52,0.04,0.22,맛있음,누린내,가성비,맛없음,배송,배송
12632048122,차려낸,15,밀키트,[차려낸] 국산 닭을 사용한 안동찜닭,20.0,15900,1200,1325,266.0,4.76,0.08,0.92,1.0,0.33,0.42,0.33,0.33,맛,맛없음,가성비,가성비,배송,배송
12862718135,차려낸,16,간편식,[차려낸] 새우 감칠맛 더한 봉골레파스타,15.0,7900,280,39500,31.0,4.74,0.0,1.0,0.5,0.0,1.0,0.5,0.5,키워드 없음,배송,키워드 없음,키워드 없음,키워드 없음,배송
12684334064,차려낸,17,밀키트,[차려낸] 살얼음 육수 냉메밀소바 2인분 * 2개입,44.0,10900,908,51619,99.0,4.84,0.25,0.75,1.0,0.5,0.25,0.0,0.5,쫄깃,무난함,맛있음,세일,키워드 없음,배송
12854551061,차려낸,18,밀키트,[차려낸] 버섯 풍미가 진한 트러플 크림 뇨끼,11.0,6990,270,25889,58.0,4.79,0.79,0.21,0.93,0.5,0.43,0.0,0.16,맛있음,맛,가성비,양적음,배송,배송
13087964133,차려낸,19,간편식,[차려낸] 국산 나물이 듬뿍 모둠나물밥 (4개입),20.0,10320,968,20256,86.0,4.88,0.86,0.14,0.99,0.49,0.34,0.0,0.06,맛있음,맛,가성비,질림,배송,배송
12271217607,차려낸,1,반찬,[차려낸] 비법 간장 양념 메추리알 장조림 1kg,16.0,8300,1000,830,6812.0,4.84,0.66,0.34,0.95,0.49,0.45,0.08,0.08,맛있음,맛,가성비,가성비,배송,배송
12532912096,차려낸,2,국,[차려낸] 오모가리 한돈김치찌개,14.0,5900,500,15340,811.0,4.85,0.9,0.1,0.94,0.47,0.41,0.0,0.07,맛있음,맛,가성비,김치찌개,배송,냉동번거로움
12274688128,차려낸,3,국,[차려낸] 국물이 진한 한우 사골 미역국,11.0,5280,500,10560,1088.0,4.86,0.91,0.09,0.95,0.53,0.44,0.0,0.05,맛있음,맛,가성비,가성비,배송,고기작음
12447683517,차려낸,4,국,[차려낸] 구수하고 담백한 청국장,21.0,5900,500,23600,673.0,4.82,0.91,0.09,0.94,0.46,0.38,0.0,0.11,맛있음,맛,가성비,가성비,배송,배송받음
12595405978,차려낸,5,메인요리,[차려낸] 건더기가 풍부한 육개장,20.0,5500,500,20900,0.0,0.0,0.83,0.17,0.91,0.56,0.44,0.01,0.13,맛,맛,가성비,가성비,배송,배송
12354836866,차려낸,6,어묵,[차려낸] 쫄깃하고 통통한 꼬치어묵,20.0,7900,398,37714,303.0,4.88,0.92,0.08,0.96,0.55,0.38,0.0,0.21,맛있음,맛,가성비,가격,배송,배송
12861631382,차려낸,7,국,[차려낸] 비법 육수 차돌박이된장찌개,12.0,6900,500,15180,128.0,4.75,0.81,0.19,0.92,0.54,0.36,0.02,0.18,맛있음,맛,가성비,가성비,배송,배송
12273083898,차려낸,1,수산,[차려낸] 간편하게 즐기는 순살 고등어구이 80g (2개입),33.0,8000,80,320000,6594.0,4.84,0.35,0.65,0.89,0.42,0.33,0.28,0.1,맛있음,가격,가성비,가성비,배송,배송
12346844908,99시리즈,1,메인요리,99치킨 콤보 (윙&봉),0.0,9900,700,1414,4006.0,4.78,0.62,0.38,0.97,0.47,0.4,0.11,0.1,맛있음,맛,가성비,가성비,배송,배송
12274593210,99시리즈,2,메인요리,[99치킨] 순살 닭강정,0.0,9900,700,1414,17226.0,4.78,0.46,0.54,0.97,0.48,0.46,0.42,0.11,맛있음,맛없음,가성비,가성비,배송,배송
12346866962,99시리즈,3,메인요리,두 마리 99치킨 (에어프라이어용),0.0,9900,1000,990,6625.0,4.83,0.64,0.36,0.94,0.53,0.51,0.13,0.08,맛있음,맛,가성비,가성비,배송,배송
12346832571,99시리즈,4,메인요리,[99족발] 순살 족발,0.0,9900,390,2538,1872.0,4.77,0.64,0.36,0.92,0.53,0.5,0.07,0.1,맛있음,맛,가성비,가성비,배송,배송
12320056391,99시리즈,2,간편식,[99핫도그] 크리스피 핫도그 800g(80gX10개입) 2종 (택1),0.0,9900,800,1238,3216.0,4.89,0.86,0.14,0.96,0.61,0.45,0.01,0.02,맛있음,맛,가성비,가격,배송,배송
12274606012,99시리즈,1,가공육,[99소시지] 삼겹 후랑크 소시지 1kg (500gX2EA),7.0,9200,1000,920,441.0,4.78,0.82,0.18,0.94,0.59,0.51,0.04,0.11,맛있음,맛,가성비,가성비,배송,배송
12277601973,99시리즈,2,달걀,[99달걀] 99구운란 30구 (15구*2),0.0,9900,1050,943,23363.0,4.84,0.55,0.45,0.96,0.55,0.57,0.31,0.08,맛있음,맛,가성비,가성비,배송,배송
12273066511,마이퍼스트,1,베이커리,MY FIRST 처음 만나는 모닝롤 (24g X 10개),10.0,4482,240,16808,1594.0,4.84,0.84,0.16,0.96,0.51,0.45,0.04,0.88,맛,유통기한,가성비,가성비,배송,배송
12274336390,마이퍼스트,2,베이커리,MY FIRST 처음 만나는 식빵 424g,0.0,5550,424,1309,165.0,4.78,0.9,0.1,0.99,0.5,0.4,0.02,0.26,맛,평범한맛,가성비,대안없음,배송,배송
12274371354,마이퍼스트,3,베이커리,MY FIRST 우리팥 한입 단팥빵 60g,0.0,2580,60,4300,115.0,4.73,0.79,0.21,0.96,0.5,0.41,0.03,0.26,맛,가격,가성비,가격,배송,배송
12275340305,마이퍼스트,4,베이커리,MY FIRST 처음 만나는 카스텔라 190g,0.0,7200,190,3789,18.0,4.94,0.89,0.11,1.0,0.72,0.61,0.0,0.39,맛,맛없음,가성비,가격,배송,배송
12274477279,마이퍼스트,5,베이커리,[선물세트] MY FIRST 우리팥 한입 단팥빵 6개 세트 360g,0.0,14500,60,24167,50.0,4.86,0.86,0.14,0.93,0.43,0.34,0.0,0.32,맛있음,국산팥,가성비,빵퍽퍽,배송,배송
8336308869,곰곰,1,정육,"곰곰 대패 우삼겹 (냉동), 500g, 1개",45.0,8740,500,1748,38868.0,4.75,0.4,0.6,0.99,0.5,0.58,0.57,0.14,맛,품질,가성비,가성비,배송,배송
1473796614,곰곰,2,정육,"곰곰 호주산 소고기 앞다리살 국거리용 (냉장), 300g, 1개",12.0,8690,300,2897,131959.0,4.69,0.39,0.61,0.98,0.53,0.62,0.56,0.07,신선함,맛없음,가성비,가성비,배송 빠름,배송
9069279280,곰곰,4,정육,"곰곰 돌돌말이 무연골 대패 삼겹살 (냉동), 1kg, 1개입",40.0,11780,1000,1178,155173.0,4.73,0.39,0.61,0.95,0.54,0.6,0.57,0.09,맛있음,품질,가성비,가성비,배송 빠름,배송
1203624977,곰곰,5,정육,"곰곰 한돈 앞다리살 찌개용 (냉장), 500g, 1개",27.0,8310,500,1662,58013.0,4.71,0.43,0.57,0.97,0.5,0.52,0.55,0.02,신선함,냄새,가성비,가성비,배송 빠름,배송
1473796645,곰곰,6,정육,"곰곰 호주산 소고기 앞다리살 다짐육 (냉장), 300g, 1개",36.0,8690,300,2897,47237.0,4.69,0.39,0.61,0.96,0.46,0.65,0.56,0.02,신선함,냄새,가성비,가성비,배송 빠름,배송
8519725414,곰곰,7,정육,"곰곰 호주산 차돌박이 (냉동), 500g, 1개",45.0,15890,500,3178,4193.0,4.59,0.45,0.55,0.98,0.51,0.5,0.49,0.13,맛있음,질김,가성비,가성비,배송 빠름,배송
2123555127,곰곰,8,정육,"곰곰 한돈 삼겹살 구이용 (냉장), 500g, 1개",14.0,13310,500,2662,36209.0,4.63,0.42,0.58,0.99,0.55,0.58,0.56,0.03,맛있음,품질,가성비,가성비,배송 빠름,배송
1465326792,곰곰,9,정육,"곰곰 한돈 앞다리살 수육용 (냉장), 1kg, 1팩",0.0,15600,1000,1560,38515.0,4.7,0.42,0.58,0.95,0.53,0.51,0.54,0.03,맛있음,품질,가성비 좋음,가성비,배송 빠름,배송
7825533516,곰곰,10,정육,"곰곰 THE 신선한 한돈 목살 구이용 (냉장), 500g, 1팩",39.0,11990,500,2398,14861.0,4.77,0.39,0.61,0.92,0.49,0.43,0.56,0.04,맛있음,품질,가성비 좋음,가성비,배송 빠름,배송
1519590114,곰곰,12,정육,"곰곰 한돈 뒷다리살 다짐육 (냉장), 400g, 1개",20.0,5180,400,1295,60245.0,4.76,0.38,0.62,0.97,0.46,0.53,0.58,0.04,신선함,품질불량,가성비,가성비,배송,배송
1465326647,곰곰,14,정육,"곰곰 한돈 등심 카레용 (냉장), 400g, 1개",20.0,7990,400,1998,37969.0,4.73,0.41,0.59,0.95,0.45,0.43,0.55,0.02,신선함,품질,가성비,가성비,배송 빠름,배송
7825533438,곰곰,16,정육,"곰곰 THE 신선한 보리먹인 캐나다산 돼지 목살 구이용 (냉장), 1kg, 1팩",3.0,16250,1000,1625,5896.0,4.81,0.58,0.42,0.98,0.67,0.61,0.39,0.08,맛있음,품질,가성비 좋음,가성비,배송 빠름,배송
7825533411,곰곰,17,정육,"곰곰 THE 신선한 보리먹인 캐나다산 돼지 삼겹살 구이용 (냉장), 1kg, 1팩",0.0,17020,1000,1702,5959.0,4.74,0.42,0.58,0.96,0.56,0.49,0.53,0.06,맛있음,품질,가성비 좋음,가성비,배송 빠름,배송
8519725417,곰곰,18,정육,"곰곰 돼지고기 목전지 제육볶음용 (냉동), 1개, 1kg",43.0,11240,1000,1124,7695.0,4.68,0.48,0.52,0.96,0.56,0.5,0.5,0.06,맛있음,품질,가성비 좋음,가성비,배송 빠름,배송
7737783282,곰곰,21,정육,"곰곰 한돈 삼겹살 수육용 (냉장), 1000g, 1개",27.0,21890,1000,2189,22534.0,4.55,0.39,0.61,0.97,0.58,0.61,0.55,0.02,맛있음,품질,가성비 좋음,가성비,배송 빠름,배송
8336061620,곰곰,23,정육,"곰곰 만능 대패 삼겹살 (냉동), 1kg, 1개",13.0,12850,1000,1285,5654.0,4.68,0.43,0.57,0.95,0.49,0.5,0.53,0.05,맛 좋음,품질,가성비 좋음,가성비,배송 빠름,배송
6398827118,곰곰,24,정육,"곰곰 샤브샤브용 소고기 (냉동), 1kg, 1개",31.0,18780,1000,1878,11326.0,4.62,0.37,0.63,0.95,0.47,0.46,0.57,0.03,맛있음,질김,가성비 좋음,가성비,배송 빠름,배송
6224530358,곰곰,25,정육,"곰곰 옛날 삼겹살 구이용 (냉동), 1kg, 1개",35.0,12170,1000,1217,9782.0,4.45,0.43,0.57,0.99,0.58,0.53,0.52,0.02,맛있음,맛없음,가성비 좋음,가성비,배송 빠름,배송
8509474533,곰곰,26,정육,"곰곰 닭다리살 (정육) (냉장), 1개, 600g",9.0,9930,600,1655,2604.0,4.82,0.72,0.28,0.95,0.69,0.63,0.21,0.12,신선함,신선도,가성비 좋음,맛,배송 빠름,배송
8510833158,곰곰,28,정육,"곰곰 무항생제 인증 닭다리살 (정육) (냉장), 350g, 1개",11.0,7240,350,2069,1609.0,4.77,0.76,0.24,0.96,0.69,0.67,0.19,0.07,맛있음,냄새,가성비,품질,배송 빠름,배송
1465326696,곰곰,30,정육,"곰곰 뒷다리살 불고기용 (냉장), 1000g, 1개",0.0,11210,1000,1121,16953.0,4.66,0.45,0.55,0.98,0.58,0.58,0.54,0.02,맛있음,품질,가성비 좋음,가성비,배송 빠름,배송
1195755365,곰곰,31,정육,"곰곰 한돈 1등급 목살 구이용 (냉장), 300g, 1개",41.0,7580,300,2527,6026.0,4.68,0.47,0.53,0.99,0.57,0.56,0.49,0.03,맛있음,품질,가성비 좋음,가성비,배송 빠름,배송
7788421932,곰곰,32,정육,"곰곰 한돈 뒷다리 찌개용 (냉장), 500g, 1개",0.0,6270,500,1254,7793.0,4.74,0.47,0.53,0.95,0.57,0.48,0.46,0.05,맛있음,신선도,가성비 좋음,가성비,배송 빠름,배송
6067646693,곰곰,34,정육,곰곰 한우 1++등급 국거리용 (냉장),28.0,14320,300,4773,5111.0,4.6,0.49,0.51,0.99,0.58,0.53,0.48,0.03,맛있음,질김,가성비 좋음,가성비,배송 빠름,배송
6590899288,곰곰,36,정육,곰곰 1등급 닭다리살 (냉장),0.0,16890,1000,1689,5318.0,4.77,0.51,0.49,0.96,0.57,0.59,0.41,0.02,신선함,냄새,가성비 좋음,가성비,배송 빠름,배송
8519725410,곰곰,37,정육,"곰곰 목전지 돌돌이 대패구이 (냉동), 1개, 1kg",37.0,12540,1000,1254,3309.0,4.71,0.56,0.44,0.97,0.64,0.63,0.37,0.07,맛있음,품질,가성비 좋음,가성비,배송 빠름,배송
1232707863,곰곰,38,정육,"곰곰 호주산 소고기 치마살 구이용 (냉장), 300g, 1개",10.0,13700,300,4567,32946.0,4.56,0.42,0.58,0.99,0.56,0.67,0.55,0.01,맛있음,냄새,가성비,가성비,배송 빠름,배송
6067646692,곰곰,39,정육,"곰곰 한우 1등급 다짐육 (냉장), 300g, 1개",44.0,11730,300,3910,7776.0,4.64,0.42,0.58,0.97,0.52,0.48,0.52,0.02,신선함,질김,가성비,가성비,배송 빠름,배송
6398827122,곰곰,40,정육,"곰곰 호주산 척롤 샤브샤브용 (냉동), 500g, 1개",23.0,12290,500,2458,15572.0,4.6,0.4,0.6,0.98,0.52,0.5,0.55,0.01,맛있음,질김,가성비 좋음,가성비,배송 빠름,배송
8308632357,곰곰,41,정육,"곰곰 호주산 소고기 홍두깨살 장조림용 (냉장), 400g, 1개",24.0,14390,400,3598,1754.0,4.75,0.74,0.26,0.97,0.76,0.63,0.17,0.08,신선함,질김,가성비,가성비,배송,배송
8003280052,곰곰,43,정육,"곰곰 호주산 우목심 샤브샤브용 (냉동), 500g, 1개",26.0,10980,500,2196,2236.0,4.56,0.49,0.51,0.97,0.57,0.55,0.45,0.04,맛있음,질김,가성비 좋음,가성비,배송 빠름,배송
6329436532,곰곰,45,정육,"곰곰 한우 1+등급 국거리용 (냉장), 300g, 1개",37.0,13690,300,4563,7713.0,4.63,0.42,0.58,0.96,0.51,0.48,0.53,0.02,맛있음,질김,가성비 좋음,가성비,배송 빠름,배송
7825533418,곰곰,46,정육,"곰곰 THE 신선한 보리먹인 캐나다산 돼지 삼겹살 수육용 (냉장), 1kg, 1팩",0.0,17020,1000,1702,1632.0,4.71,0.63,0.37,0.98,0.7,0.61,0.32,0.07,맛있음,두께,가성비 좋음,가성비,배송 빠름,배송
8234840726,곰곰,47,정육,"곰곰 무항생제 인증 닭 안심 (냉장), 350g, 1개",41.0,4660,350,1331,876.0,4.84,0.87,0.13,0.92,0.67,0.55,0.05,0.1,신선함,냄새,가성비,가성비,배송 빠름,배송
7837188130,곰곰,50,정육,"곰곰 한돈 뒷다리 수육용 (냉장), 1kg, 1팩",5.0,11190,1000,1119,3116.0,4.68,0.57,0.43,0.96,0.66,0.57,0.35,0.05,맛있음,퍽퍽함,가성비,가성비,배송 빠름,배송
2001263574,곰곰,51,정육,"곰곰 1등급 등심 카레용 (냉장), 500g, 1개",0.0,9930,500,1986,5186.0,4.73,0.73,0.27,0.98,0.69,0.61,0.2,0.02,신선함,신선도,가성비,가성비,배송 빠름,배송
8355646268,곰곰,52,정육,"곰곰 한돈 1등급 등갈비, 1kg, 1개",0.0,29590,1000,2959,1078.0,4.82,0.84,0.16,0.98,0.69,0.6,0.11,0.07,맛있음,냄새,가성비 좋음,가성비,배송 빠름,배송
343900909,곰곰,53,정육,"곰곰 돌돌말이 대패삼겹살 (냉동), 1.5kg, 1개",12.0,17490,1500,1166,89462.0,4.67,0.41,0.59,0.96,0.57,0.6,0.56,0.02,맛있음,품질,가성비 좋음,가성비,배송 빠름,배송
9217072682,곰곰,54,정육,"곰곰 돌돌이 무연골 대패 삼겹살 (냉동), 1kg, 1개",21.0,11780,1000,1178,3660.0,4.71,0.62,0.38,0.97,0.59,0.61,0.31,0.08,맛있음,맛,가성비,가성비,배송 빠름,배송
4369043859,곰곰,55,정육,"곰곰 한돈 목심 구이용 (냉장), 500g(냉장), 1개",47.0,11990,500,2398,8782.0,4.74,0.48,0.52,0.99,0.59,0.55,0.49,0.01,맛있음,질김,가성비 좋음,가성비,배송 빠름,배송
7400747891,곰곰,56,정육,곰곰 보리먹인 캐나다산 삼겹살 구이용,46.0,17020,1000,1702,1288.0,4.67,0.67,0.33,0.99,0.56,0.46,0.28,0.07,맛있음,비계많음,가성비 좋음,가성비,배송 빠름,배송
1519590063,곰곰,58,정육,"곰곰 1등급 안심 장조림용 (냉장), 500g, 1개",0.0,8860,500,1772,2473.0,4.74,0.82,0.18,0.96,0.72,0.69,0.13,0.03,맛있음,누린내,가성비,가격,배송 빠름,배송
8074707405,곰곰,59,정육,"곰곰 목전지 (냉동), 3kg, 1개",21.0,28410,3000,947,1804.0,4.49,0.47,0.52,0.96,0.58,0.55,0.42,0.01,맛있음,품질,가성비,가성비,배송,배송
